Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_37_958.jpg;-15;1;0;0.3877875;99.76339;85.67651;1.158768;47.6677;0.001821205
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_025.jpg;-15;1;0;0.4290125;99.78296;85.69343;1.093576;47.23734;0.00161043
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_091.jpg;-15;1;0;0.4910779;99.80573;85.71291;1.093363;46.81512;-0.001101702
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_159.jpg;-15;1;0;0.5520507;99.8405;85.74216;1.162368;45.91159;-0.003205166
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_225.jpg;-15;1;0;0.5775546;99.86862;85.76537;1.200859;45.17876;0.003144712
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_291.jpg;-15;1;0;0.6512809;99.89977;85.78999;1.233014;44.49672;0.002947402
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_357.jpg;-15;1;0;0.7062402;99.93305;85.81572;1.229451;43.81891;0.005316258
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_427.jpg;-15;1;0;0.7576756;99.98109;85.85173;1.186625;42.63776;0.005798793
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_488.jpg;-15;1;0;0.7914656;100.0203;85.88023;1.17518;41.71061;0.005450436
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_557.jpg;-15;1;0;0.8614603;100.0627;85.91041;1.198872;40.72958;0.005707499
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_625.jpg;-15;1;0;0.9047812;100.1236;85.95187;1.212776;39.29622;0.005856758
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_690.jpg;-15;1;0;0.9795616;100.1729;85.98391;1.214299;38.26582;0.005358312
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_758.jpg;-15;1;0;1.021411;100.2424;86.02719;1.198071;36.7852;0.006093914
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_825.jpg;-15;1;0;1.066619;100.2986;86.06055;1.21209;35.64791;-0.00276423
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_891.jpg;-15;1;0;1.130675;100.3574;86.0941;1.207869;34.53681;359.9875
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_38_959.jpg;-11.99328;1;0;1.176999;100.4401;86.14056;1.215433;33.14584;-0.001297601
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_023.jpg;-9.000259;1;0;1.224095;100.5054;86.17683;1.226613;32.30655;0.004539221
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_091.jpg;-6.15599;1;0;1.273688;100.5731;86.2145;1.235897;31.62457;0.003611609
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_158.jpg;-3.052253;1;0;1.336219;100.6667;86.2675;1.240324;31.04605;0.001660712
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_225.jpg;-0.01271121;1;0;1.383782;100.7392;86.30981;1.243486;30.89849;-0.0001044518
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_291.jpg;0;1;0;1.445587;100.814;86.35402;1.244957;30.86885;-0.0008478373
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_362.jpg;0;1;0;1.493325;100.9174;86.4153;1.251923;30.84992;-0.0009663823
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_421.jpg;-1.469762;1;0;1.540214;100.9979;86.46255;1.253533;30.7736;-0.0004746516
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_491.jpg;-4.343596;1;0;1.586407;101.0815;86.5099;1.250158;30.45029;0.0006892661
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_554.jpg;-7.249626;1;0;1.64582;101.1685;86.55703;1.253976;29.86158;0.001989556
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_629.jpg;-10.33253;1;0;1.689562;101.2898;86.61798;1.250929;28.60133;359.9755
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_687.jpg;-13.55794;1;0;1.746907;101.3849;86.66145;1.228952;27.31557;359.9305
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_757.jpg;-15;1;0;1.788324;101.483;86.70207;1.163489;25.73824;359.8722
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_824.jpg;-11.89998;0.7933319;0;1.830501;101.6182;86.75433;1.04662;23.76084;359.8032
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_891.jpg;-8.903122;0.5935414;0;1.865359;101.7221;86.79311;0.9585043;22.59087;359.7589
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_39_954.jpg;-5.723153;0.3815435;0;1.896708;101.8277;86.83179;0.8812997;21.70953;359.7113
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_021.jpg;-2.999043;0.1999362;0;1.908726;101.9691;86.88412;0.7744673;21.01456;359.6713
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_092.jpg;0;0;0;1.911856;102.0749;86.92402;0.6785522;20.81046;359.665
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_159.jpg;0;0;0;1.906492;102.2147;86.97752;0.523433;20.78142;359.6759
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_225.jpg;0;0;0;1.900375;102.319;87.01731;0.3938526;20.78167;359.6847
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_292.jpg;0;0;0;1.892159;102.423;87.05684;0.2591596;20.78119;359.6933
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_360.jpg;0;0;0;1.885946;102.5609;87.10925;0.07271659;20.78035;359.7117
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_426.jpg;0;0;0;1.879674;102.6639;87.14839;359.9332;20.77982;359.7308
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_492.jpg;0;0;0;1.871237;102.7667;87.18758;359.805;20.78279;359.7614
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_556.jpg;0;0;0;1.864594;102.8695;87.22678;359.6981;20.78777;359.8046
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_624.jpg;0;0.09563034;0;1.857977;103.0066;87.27895;359.5861;20.79246;359.871
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_689.jpg;0;0.2993615;0;1.856753;103.11;87.3182;359.5341;20.79272;359.9178
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_759.jpg;0;0.4972984;0;1.87017;103.2504;87.37155;359.5494;20.79612;359.9882
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_824.jpg;0;0.7043931;0;1.889299;103.3581;87.41241;359.6276;20.79607;0.03347677
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_892.jpg;0;0.7038787;0;1.929552;103.4687;87.45434;359.7721;20.79586;0.07391277
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_40_958.jpg;0;0.5041831;0;1.955164;103.6194;87.51144;0.02712186;20.79572;0.1196964
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_025.jpg;0;0.3035108;0;1.972722;103.7335;87.5547;0.2283183;20.79569;0.1476815
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_091.jpg;0;0.10487;0;1.981831;103.8474;87.59757;0.3919089;20.78789;0.1514912
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_158.jpg;0;0.1054709;0;1.978597;103.9979;87.65417;0.5309187;20.77695;0.1360059
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_225.jpg;0;0.1023254;0;1.978535;104.11;87.69637;0.5932129;20.76901;0.1163872
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_291.jpg;0;0;0;1.97455;104.2213;87.73824;0.6179907;20.76131;0.09351468
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_358.jpg;0;0;0;1.968692;104.3683;87.79356;0.5972372;20.752;0.06321335
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_425.jpg;0;0;0;1.962449;104.4776;87.83472;0.5489751;20.74631;0.04353007
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_491.jpg;0;0;0;1.95411;104.5862;87.87568;0.479278;20.74239;0.02832143
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_558.jpg;0;0;0;1.947835;104.7299;87.93005;0.3624983;20.74069;0.01669597
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_623.jpg;0;0;0;1.941534;104.8371;87.97063;0.2600853;20.74075;0.01126538
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_692.jpg;0;0;0;1.935194;104.9437;88.011;0.1479678;20.74078;0.006153974
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_757.jpg;0;0;0;1.92667;105.0499;88.05122;0.03079156;20.7408;0.001388561
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_824.jpg;0;0;0;1.92023;105.1909;88.10463;359.8739;20.74081;-0.004324907
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_891.jpg;0;0;0;1.913754;105.2964;88.14469;359.7664;20.74366;-0.001561058
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_41_958.jpg;0;0;0;1.90476;105.437;88.19791;359.6534;20.74372;-0.0001298694
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_023.jpg;0;0;0;1.89796;105.5423;88.2378;359.5916;20.74323;-0.0005729767
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_091.jpg;0;0;0;1.889094;105.6475;88.27763;359.5426;20.74299;-0.0008973447
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_158.jpg;0;0;0;1.882236;105.7875;88.33067;359.4969;20.74343;0.00195946
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_225.jpg;0;0;0;1.87556;105.8925;88.37033;359.4847;20.74155;-0.001837635
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_292.jpg;0;0;0;1.866738;105.9971;88.40994;359.4761;20.74137;-0.00323511
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_358.jpg;0;0;0;1.860308;106.1362;88.46276;359.4796;20.74504;0.005068049
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_425.jpg;0;0;0;1.853561;106.2402;88.50219;359.491;20.74597;0.01287501
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_491.jpg;0;0;0.1010146;1.845076;106.3438;88.5414;359.4994;20.7461;0.0193488
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_558.jpg;0;0;0.3005301;1.807675;106.4769;88.59158;359.4174;20.74046;0.009867944
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_626.jpg;0;0;0.5013648;1.737228;106.5693;88.62656;359.225;20.73759;-0.003962352
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_688.jpg;0;0;0;1.626202;106.6556;88.65931;358.9461;20.74132;-0.00238969
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_758.jpg;0;0;0;1.610698;106.7726;88.70353;358.7409;20.74086;-0.0002497357
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_825.jpg;0;0;0;1.599983;106.8637;88.73788;358.8333;20.73709;-0.002468665
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_889.jpg;0;0;0;1.587873;106.9554;88.77257;358.9878;20.73739;0.004275565
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_42_959.jpg;0;0;0;1.582273;107.0771;88.81865;359.1967;20.7374;0.01186198
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_43_027.jpg;0;0;0;1.57676;107.168;88.85304;359.348;20.73739;0.01667816
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_43_093.jpg;0;0;0;1.569541;107.2584;88.88726;359.4904;20.73739;0.02071894
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_43_155.jpg;0;0;0;1.564218;107.3483;88.92129;359.6205;20.73738;0.02397408
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_43_226.jpg;0;0;0;1.558966;107.4673;88.96633;359.7709;20.73737;0.02710536
C:\python_notebooks\robotics_nanodegree\rover_data\RoboND-Rover-Project\code\IMG\robocam_2018_04_01_18_07_43_293.jpg;0;0;0;1.552056;107.5559;88.99988;359.8643;20.73738;0.02857704
